movieName,Year,Director,genre,Rating,Duration,Plot
The Florida Project,2017,Sean Baker,Drama            ,7.6,111 min,"Set over one summer, the film follows precocious six-year-old Moonee as she courts mischief and adventure with her ragtag playmates and bonds with her rebellious but caring mother, all while living in the shadows of Walt Disney World."
L'année dernière à Marienbad,1961,Alain Resnais,"Drama, Mystery            ",7.7,94 min,"In a strange and isolated chateau, a man becomes acquainted with a woman and insists that they have met before."
Ivan Groznyy,1944,Sergei Eisenstein,"Biography, Drama, History            ",7.7,103 min,"During the early part of his reign, Ivan the Terrible faces betrayal from the aristocracy and even his closest friends as he seeks to unite the Russian people."
Show Boat,1936,James Whale,"Comedy, Drama, Musical            ",7.4,113 min,"Despite her mother's objections, the naive young daughter of a show boat captain is thrust into the limelight as the company's new leading lady."
Shen nu,1934,Yonggang Wu,Drama            ,7.7,85 min,"Street walker by night, devoted mother by day, a woman fights to get her young son an education amid criminal and social injustice in China."
The Departed,2006,Martin Scorsese,"Crime, Drama, Thriller            ",8.5,151 min,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.
Leviafan,2014,Andrey Zvyagintsev,"Crime, Drama            ",7.6,140 min,"In a Russian coastal town, Kolya is forced to fight the corrupt mayor when he is told that his house will be demolished. He recruits a lawyer friend to help, but the man's arrival brings further misfortune for Kolya and his family."
Kal Hee,1991,Isao Takahata,"Animation, Drama, Romance            ",7.6,119 min,A twenty-seven-year-old office worker travels to the countryside while reminiscing about her childhood in Tokyo.
Scarface,1932,Howard Hawks,"Action, Crime, Drama            ",7.7,93 min,"An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall."
Captain Blood,1935,Michael Curtiz,"Action, Adventure, History            ",7.7,119 min,"After treating a Monmouth rebel against King James II in 1680s England, a young Irish doctor is exiled as a slave to Jamaica where he captures a Spanish galleon and becomes the most feared pirate of the Caribbean."
The Ladykillers,1955,Alexander Mackendrick,"Comedy, Crime            ",7.6,91 min,Five oddball criminals planning a bank robbery rent rooms on a cul-de-sac from an octogenarian widow under the pretext that they are classical musicians.
Welt am Draht,1973,Klaus Löwitsch,"Crime, Mystery, Sci-Fi            ",7.7,212 min,"Somewhere in the future there is a computer project called Simulacron one of which is able to simulate a full featured reality, when suddenly project leader Henry Vollmer dies. His ...                See full summary »"
'Breaker' Morant,1980,Bruce Beresford,"Drama, History, War            ",7.8,107 min,Three Australian lieutenants are court martialed for executing prisoners as a way of deflecting attention from war crimes committed by their superior officers.
La kermesse héroïque,1935,Jacques Feyder,"Comedy, History, Romance            ",7.4,110 min,Tells the story of the Spanish invasion of Flanders
Get Out,I) (2017,Jordan Peele,"Horror, Mystery, Thriller            ",7.8,104 min,"A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point."
Saul fia,2015,László Nemes,"Drama, War            ",7.4,107 min,A Jewish-Hungarian concentration camp prisoner sets out to give a child he mistook for his son a proper burial.
Being There,1979,Hal Ashby,"Comedy, Drama            ",7.9,130 min,"After the death of his employer forces him out of the only home he's ever known, a simpleminded, sheltered gardener becomes an unlikely trusted advisor to a powerful tycoon and an insider in Washington politics."
The Magnificent Ambersons,1942,Orson Welles,"Drama, Romance            ",7.6,88 min,The spoiled young heir to the decaying Amberson fortune comes between his widowed mother and the man she has always loved.
Inception,2010,Christopher Nolan,"Action, Adventure, Sci-Fi            ",8.8,148 min,"A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O., but his tragic past may doom the project and his team to disaster."
Tasogare Seibei,2002,Yôji Yamada,"Drama, Romance            ",8.1,129 min,"As the feudal Japan era draws to a close, a widower samurai experiences difficulty balancing clan loyalties, 2 young daughters, an aged mother, and the sudden reappearance of his childhood sweetheart."
Ruggles of Red Gap,1935,Leo McCarey,"Comedy, Mystery, Romance            ",7.6,90 min,An English valet brought to the American west assimilates into the American way of life.
Paisà,1946,Roberto Rossellini,"Drama, War            ",7.6,126 min,American military personnel interact warily with a variety of Italian locals over a year and a half in the push north during the Italian Campaign of WWII as German forces make their retreat.
Kanal,1957,Andrzej Wajda,"Drama, War            ",7.9,91 min,"In 1944, during the Warsaw uprising against the Nazis, Polish Lieutenant Zadra and his resistance fighters use Warsaw's sewer system to escape the German encirclement."
Marius,1931,Alexander Korda,"Comedy, Drama, Romance            ",7.8,130 min,Marius is faced with a choice whether to fulfill his passion by sailing the seas or stay and marry the woman he loves.
"Yuki yukite, shingun",1987,Kazuo Hara,Documentary            ,8.2,122 min,"A documentary following Kenzo Okuzaki, a 62-year-old WW2 veteran notorious for his protests against Emperor Hirohito, as he tries to expose the needless executions of two Japanese soldiers during the war."
Touchez pas au grisbi,1954,Jacques Becker,"Crime, Drama            ",7.7,96 min,"An aging, world-weary gangster is double-crossed and forced out of retirement when his best friend is kidnapped and their stash of eight stolen gold bars demanded as ransom."
Una giornata particolare,1977,Ettore Scola,Drama            ,8.1,106 min,"Two neighbors, a persecuted journalist and a resigned housewife, meet during Hitler's visit to Italy in May 1938."
Le roman d'un tricheur,1936,Sacha Guitry,Comedy            ,7.6,81 min,"A charming scoundrel reflects on his exploits, from childhood through to manhood."
The Deer Hunter,1978,Michael Cimino,"Drama, War            ",8.1,183 min,An in-depth examination of the ways in which the Vietnam War impacts and disrupts the lives of several friends in a small steel mill town in Pennsylvania.
Brother's Keeper,1992,Joe Berlinger,"Documentary, Crime, Mystery            ",7.5,104 min,"This compelling documentary details the strange-but-true murder trial of Delbert Ward, accused of the mercy killing of his brother in rural upstate NY. This real-life murder mystery won the Audience Award at Sundance."
The Big Sick,2017,Michael Showalter,"Comedy, Drama, Romance            ",7.5,120 min,"Pakistan-born comedian Kumail Nanjiani and grad student Emily Gardner fall in love but struggle as their cultures clash. When Emily contracts a mysterious illness, Kumail finds himself forced to face her feisty parents, his family's expectations, and his true feelings."
Almost Famous,2000,Cameron Crowe,"Adventure, Comedy, Drama            ",7.9,122 min,A high-school boy in the early 1970s is given the chance to write a story for Rolling Stone magazine about an up-and-coming rock band as he accompanies them on their concert tour.
Roman Holiday,1953,William Wyler,"Comedy, Romance            ",8,118 min,A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.
"Francesco, giullare di Dio",1950,Roberto Rossellini,"Biography, Comedy, Drama            ",7.3,85 min,"A series of vignettes depicting the lives of the original Franciscan monks, including their leader and the bumbling Ginepro."
Bom yeoreum gaeul gyeoul geurigo bom,2003,Kim Ki-duk,"Drama, Romance            ",8,103 min,A boy is raised by a Buddhist monk in an isolated floating temple where the years pass like the seasons.
Invasion of the Body Snatchers,1956,Don Siegel,"Drama, Horror, Sci-Fi            ",7.7,80 min,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.
Patton,1970,Franklin J. Schaffner,"Biography, Drama, War            ",7.9,172 min,The World War II phase of the career of controversial American general George S. Patton.
The Lavender Hill Mob,1951,Charles Crichton,"Comedy, Crime            ",7.5,78 min,A meek bank clerk who oversees the shipment of bullion joins with an eccentric neighbor to steal gold bars and smuggle them out of the country as miniature Eiffel Towers.
Chichi ariki,1942,Yasujirô Ozu,Drama            ,7.6,94 min,"A schoolteacher struggles to raise his son Ryohei by himself, having neither money nor future prospects."
Tagebuch einer Verlorenen,1929,Georg Wilhelm Pabst,Drama            ,7.8,104 min,"After falling pregnant by a pharmacist and refusing to marry, a young woman is ejected from her home and sent to a strict girls' reform school."
E.T. the Extra-Terrestrial,1982,Steven Spielberg,"Adventure, Family, Sci-Fi            ",7.9,115 min,A troubled child summons the courage to help a friendly alien escape from Earth and return to his home planet.
The Lost Weekend,1945,Billy Wilder,"Drama, Film-Noir            ",7.9,101 min,The desperate life of a chronic alcoholic is followed through a four-day drinking bout.
Otona no miru ehon - Umarete wa mita keredo,1932,Yasujirô Ozu,"Comedy, Drama            ",7.9,90 min,Two young brothers throw a tantrum when they discover that their father isn't the most important man in his workplace.
Teen Kanya,1961,Satyajit Ray,"Comedy, Drama, Fantasy            ",7.9,173 min,"Based on popular Indian stories of the great writer Rabindranath Tagore, these short films reveal definitive moments in the lives of three young girls."
Lektionen in Finsternis,1992 TV Movie,Werner Herzog,"Documentary, War            ",8,54 min,"This film surveys the disaster of the Kuwaiti oil fields in flames, with little narration and scarcely any interviews. Hell on Earth is presented in such transcendent visions and music that one can only be fascinated by it."
Dom za vesanje,1988,Emir Kusturica,"Comedy, Crime, Drama            ",8.1,142 min,"In this luminous tale set in the area around Sarajevo and in Italy, Perhan, an engaging young Romany (gypsy) with telekinetic powers, is seduced by the quick-cash world of petty crime, which threatens to destroy him and those he loves."
Zootopia,2016,Byron Howard,"Animation, Adventure, Comedy            ",8,108 min,"In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy."
Ascenseur pour l'échafaud,1958,Louis Malle,"Crime, Drama, Thriller            ",7.9,91 min,"A self-assured businessman murders his employer, the husband of his mistress, which unintentionally provokes an ill-fated chain of events."
The Sting,1973,George Roy Hill,"Comedy, Crime, Drama            ",8.3,129 min,Two grifters team up to pull off the ultimate con.
Freaks,1932,Tod Browning,"Drama, Horror            ",7.8,64 min,"A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance."
Days of Heaven,1978,Terrence Malick,"Drama, Romance            ",7.8,94 min,A hot-tempered farm laborer convinces the woman he loves to marry their rich but dying boss so that they can have a claim to his fortune.
I Know Where I'm Going!,1945,Michael Powell,"Drama, Romance            ",7.4,92 min,"A young Englishwoman goes to the Hebrides to marry her older, wealthier fiancé. When the weather keeps them separated on different islands, she begins to have second thoughts."
The Lady Vanishes,1938,Alfred Hitchcock,"Mystery, Thriller            ",7.7,96 min,"While travelling in continental Europe, a rich young playgirl realizes that an elderly lady seems to have disappeared from the train."
Angels with Dirty Faces,1938,Michael Curtiz,"Crime, Drama, Film-Noir            ",7.9,97 min,A priest tries to stop a gangster from corrupting a group of street kids.
A Night to Remember,1958,Roy Ward Baker,"Drama, History            ",7.9,123 min,"On her maiden voyage in April 1912, the supposedly unsinkable RMS Titanic strikes an iceberg in the Atlantic Ocean."
Mon oncle d'Amérique,1980,Alain Resnais,"Comedy, Drama, Romance            ",7.6,125 min,The intersecting stories of three people who face difficult choices in life-changing situations are used to illustrate the theories espoused by Henri Laborit about human behavior and the relationship between the self and society.
Darbareye Elly,2009,Asghar Farhadi,"Drama, Mystery            ",7.9,119 min,The mysterious disappearance of a kindergarten teacher during a picnic in the north of Iran is followed by a series of misadventures for her fellow travelers.
Went the Day Well?,1942,Alberto Cavalcanti,"Thriller, War            ",7.5,92 min,An English village is occupied by disguised German paratroopers as an advance post for a planned invasion.
Avanti Popolo,1986,Rafi Bukai,"Drama, War            ",7.6,84 min,"June 11th 1967, the Six-Day War is over and the cease fire has just begun. We follow the journey of Gassan and Haled, two Egyptian soldiers whose only wish is to make their way through the ...                See full summary »"
Le jour se lève,1939,Marcel Carné,"Crime, Drama, Romance            ",7.7,93 min,"After committing a murder, a man locks himself in his apartment and recollects the events that led him to the killing."
Krótki film o zabijaniu,1988,Krzysztof Kieslowski,"Crime, Drama            ",8,84 min,A soon-to-be lawyer crosses his path with a taxi driver and a young sinister man.
Aleksandr Nevskiy,1938,Sergei Eisenstein,"Action, Biography, Drama            ",7.5,112 min,The story of how a great Russian prince led a ragtag army to battle an invading force of Teutonic Knights.
Brooklyn,2015,John Crowley,"Drama, Romance            ",7.5,117 min,"An Irish immigrant lands in 1950s Brooklyn, where she quickly falls into a romance with a local. When her past catches up with her, however, she must choose between two countries and the lives that exist within."
Amy,III) (2015,Asif Kapadia,"Documentary, Biography, Music            ",7.8,128 min,Archival footage and personal testimonials present an intimate portrait of the life and career of British singer/songwriter Amy Winehouse.
Kubo and the Two Strings,2016,Travis Knight,"Animation, Action, Adventure            ",7.7,101 min,A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.
Relatos salvajes,2014,Damián Szifron,"Comedy, Drama, Thriller            ",8.1,122 min,Six short stories that explore the extremities of human behavior involving people in distress.
Manhattan,1979,Woody Allen,"Comedy, Drama, Romance            ",7.8,96 min,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.
Stage Door,1937,Gregory La Cava,"Comedy, Drama, Romance            ",7.7,92 min,"A chronicle of the ambitions, dreams, and disappointments of aspiring actresses who all live in the same boarding house."
Sleuth,1972,Joseph L. Mankiewicz,"Mystery, Thriller            ",8,138 min,"A man who loves games and theater invites his wife's lover to meet him, setting up a battle of wits with potentially deadly results."
Trouble in Paradise,1932,Ernst Lubitsch,"Comedy, Crime, Romance            ",7.9,83 min,A gentleman thief and a lady pickpocket join forces to con a beautiful perfume company owner. Romantic entanglements and jealousies confuse the scheme.
Le quai des brumes,1938,Marcel Carné,"Crime, Drama, Romance            ",7.7,91 min,"A military deserter finds love and trouble (and a small dog) in a foggy, French port city."
Popiól i diament,1958,Andrzej Wajda,"Drama, Romance, War            ",7.7,103 min,"As WWII and the German occupation ends, the Polish resistance and the Russian forces turn on each other in an attempt to take over leadership in Communist Poland."
Stroszek,1977,Werner Herzog,"Comedy, Drama            ",7.7,115 min,"In Berlin, an alcoholic man, recently released from prison, joins his elderly friend and a prostitute in a determined dream to leave Germany and seek a better life in Wisconsin."
Ma vie de Courgette,2016,Claude Barras,"Animation, Comedy, Drama            ",7.8,66 min,"After losing his mother, a young boy is sent to an orphanage with other orphans his age where he begins to learn the meaning of trust and true love."
Dare mo shiranai,2004,Kore-eda Hirokazu,Drama            ,8,141 min,"In a small Tokyo apartment, twelve-year-old Akira must care for his younger siblings after their mother leaves them and shows no sign of returning."
Les yeux sans visage,1960,Georges Franju,"Drama, Horror            ",7.6,90 min,A surgeon causes an accident which leaves his daughter disfigured and goes to extreme lengths to give her a new face.
Tristana,1970,Luis Buñuel,Drama            ,7.4,99 min,"Shortly after her mother's death, an innocent and youthful woman will find refuge into the household of her middle-aged aristocratic guardian, who will submit her to his sexual advances."
My Left Foot: The Story of Christy Brown,1989,Jim Sheridan,"Biography, Drama            ",7.8,103 min,"Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot."
Great Expectations,1946,David Lean,"Adventure, Drama, Mystery            ",7.8,118 min,"A humble orphan boy in 1810s Kent is given the opportunity to go to London and become a gentleman, with the help of an unknown benefactor."
Nobi,1959,Kon Ichikawa,"Drama, War            ",8,108 min,"In the closing days of WWII, remnants of the Japanese army in Leyte are abandoned by their command and face certain death by starvation."
Ship of Theseus,2012,Anand Gandhi,Drama            ,8,139 min,"The film explores questions of identity, justice, beauty, meaning and death through an experimental photographer, an ailing monk and a young stockbroker."
All the President's Men,1976,Alan J. Pakula,"Drama, History, Thriller            ",7.9,138 min,"""The Washington Post"" reporters Bob Woodward and Carl Bernstein uncover the details of the Watergate scandal that leads to President Richard Nixon's resignation."
Tirez sur le pianiste,1960,François Truffaut,"Crime, Drama, Thriller            ",7.4,81 min,"A pianist helps his brother escape from two gangsters, who retaliate by abducting their kid brother."
Stachka,1925,Sergei Eisenstein,Drama            ,7.6,82 min,A group of oppressed factory workers go on strike in pre-revolutionary Russia.
Que Horas Ela Volta?,2015,Anna Muylaert,"Comedy, Drama            ",7.7,112 min,"When the estranged daughter of a hard-working live-in housekeeper suddenly appears, the unspoken class barriers that exist within the home are thrown into disarray."
Festen,1998,Thomas Vinterberg,Drama            ,8,105 min,"At Helge's 60th birthday party, some unpleasant family truths are revealed."
Hail the Conquering Hero,1944,Preston Sturges,"Comedy, War            ",7.6,101 min,"Woodrow is discharged from the military for hay fever, but fabricates receiving a heroic honorable discharge before returning home."
Incendies,2010,Denis Villeneuve,"Drama, Mystery, War            ",8.3,131 min,Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.
Rocco e i suoi fratelli,1960,Luchino Visconti,"Crime, Drama, Sport            ",8.2,179 min,"Having recently been uprooted to Milan, Rocco and his four brothers each look for a new way in life when a prostitute comes between Rocco and his brother Simone."
Jungfrukällan,1960,Ingmar Bergman,Drama            ,8,89 min,"In 14th-century Sweden, an innocent yet pampered teenage girl and her family's pregnant and jealous servant set out from their farm to deliver candles to church, but only one returns from events that transpire in the woods along the way."
Il grande silenzio,1968,Sergio Corbucci,"Drama, Western            ",7.7,105 min,"A mute gunfighter defends a young widow and a group of outlaws against a gang of bounty killers in the winter of 1898, and a grim, tense struggle unfolds."
Le million,1931,René Clair,"Comedy, Musical            ",7.4,91 min,An impoverished painter and his rival engage in a race across Paris to recover a jacket concealing a winning lottery ticket.
In the Shadow of the Moon,2007,David Sington,"Documentary, History            ",8,100 min,The crew members of NASA's Apollo missions tell their story in their own words.
Spoorloos,1988,George Sluizer,"Mystery, Thriller            ",7.7,107 min,"Rex and Saskia, a young couple in love, are on vacation. They stop at a busy service station and Saskia is abducted. After three years and no sign of Saskia, Rex begins receiving letters from the abductor."
Ninotchka,1939,Ernst Lubitsch,"Comedy, Romance            ",7.8,110 min,A stern Soviet woman sent to Paris to supervise the sale of jewels seized from Russian nobles finds herself attracted to a man who represents everything she is supposed to detest.
Monsieur Verdoux,1947,Charles Chaplin,"Comedy, Crime, Drama            ",7.8,124 min,"A suave but cynical man supports his family by marrying and murdering rich women for their money, but the job has some occupational hazards."
This Sporting Life,1963,Lindsay Anderson,"Drama, Sport            ",7.5,134 min,"Despite success on the field, a rising rugby star senses the emerging emptiness of his life as his inner angst begins to materialize through aggression and brutality, so he attempts to woo his landlady in hopes of finding reason to live."
Deep Water,2006,Louise Osmond,"Documentary, History, Sport            ",7.8,93 min,A documentary about the disastrous 1968 round-the-world yacht race.
Beauty and the Beast,1991,Gary Trousdale,"Animation, Family, Fantasy            ",8,84 min,A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.
The Scarlet Empress,1934,Josef von Sternberg,"Drama, History, Romance            ",7.5,104 min,"A German noblewoman enters into a loveless marriage with the dim-witted, unstable heir to the Russian throne, then plots to oust him from power."
Argo,2012,Ben Affleck,"Biography, Drama, Thriller            ",7.7,120 min,"Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979."
Tuntematon sotilas,1955,Edvin Laine,"Drama, War            ",8,177 min,The tale of a platoon of soldiers during the Continuation War. Based on Väinö Linna's book of the same name.
Django Unchained,2012,Quentin Tarantino,"Drama, Western            ",8.5,165 min,"With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation owner in Mississippi."
Capharnaüm,2018,Nadine Labaki,Drama            ,8.4,126 min,"While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect."
El abrazo de la serpiente,2015,Ciro Guerra,"Adventure, Biography, Drama            ",7.8,125 min,"The story of the relationship between Karamakate, an Amazonian shaman and last survivor of his people, and two scientists who work together over the course of forty years to search the Amazon for a sacred healing plant."
Searching for Sugar Man,2012,Malik Bendjelloul,"Documentary, Biography, Music            ",8.2,86 min,"Two South Africans set out to discover what happened to their unlikely musical hero, the mysterious 1970s rock n roller, Rodriguez."
Masculin féminin,1966,Jean-Luc Godard,"Drama, Romance            ",7.4,110 min,"A romance between young Parisians, shown through a series of vignettes."
Il vangelo secondo Matteo,1964,Pier Paolo Pasolini,"Biography, Drama, History            ",7.6,137 min,The life of Jesus Christ according to the Gospel of Matthew. Pasolini shows Christ as a Marxist avant-la-lettre and therefore uses half of the text of Matthew.
Whisky Galore!,1949,Alexander Mackendrick,"Comedy, Crime            ",7.1,82 min,"Scottish islanders try to plunder 50,000 cases of whisky from a stranded ship."
Chemi bednieri ojakhi,2017,Nana Ekvtimishvili,Drama            ,7.4,120 min,"In a patriarchal society, an ordinary Georgian family lives with three generations under one roof. All are shocked when 52-year-old Manana decides to move out of her parents' home and live ...                See full summary »"
Magical Girl,2014,Carlos Vermut,"Drama, Thriller            ",7.2,127 min,"The father of a terminally ill girl is determined to grant his daughter's last wish, a ridiculously expensive collectors' costume from a Japanese TV series. The request will drive him into a journey within his city's dark underbelly."
Leave No Trace,2018,Debra Granik,"Adventure, Drama            ",7.1,109 min,"A father and his seventeen-year-old daughter are living an ideal existence in a vast urban park in Portland, Oregon when a small mistake derails their lives forever."
Fa yeung nin wah,2000,Kar-Wai Wong,"Drama, Romance            ",8.1,98 min,"Two neighbors form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs."
God's Own Country,2017,Francis Lee,"Drama, Romance            ",7.6,104 min,"Spring. Yorkshire. Young farmer Johnny Saxby numbs his daily frustrations with binge drinking and casual sex, until the arrival of a Romanian migrant worker for lambing season ignites an intense relationship that sets Johnny on a new path."
Trainspotting,1996,Danny Boyle,Drama            ,8.1,93 min,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out despite the allure of drugs and the influence of friends."
Bande à part,1964,Jean-Luc Godard,"Comedy, Crime, Drama            ",7.6,95 min,Two crooks with a fondness for old Hollywood B-movies convince a languages student to help them commit a robbery.
The Odd Couple,1968,Gene Saks,Comedy            ,7.6,105 min,"A New Yorker newly separated from his wife moves in with his best friend, a divorced sportswriter, but their ideas of housekeeping and lifestyles are as different as night and day."
The Friends of Eddie Coyle,1973,Peter Yates,"Crime, Drama            ",7.4,102 min,"After his last crime has him looking at a long prison sentence for repeat offenses, a low level Boston gangster decides to snitch on his friends to avoid jail time."
César,1936,Marcel Pagnol,Drama            ,7.6,168 min,"Honoré Panisse is dying, cheerfully, with friends, wife, and son at his side. He confesses to the priest in front of his friends; he insists that the doctor be truthful. But, he cannot ...                See full summary »"
Le scaphandre et le papillon,2007,Julian Schnabel,"Biography, Drama            ",8,112 min,The true story of Elle editor Jean-Dominique Bauby who suffers a stroke and has to live with an almost totally paralyzed body; only his left eye isn't paralyzed.
The Usual Suspects,1995,Bryan Singer,"Crime, Drama, Mystery            ",8.5,106 min,The sole survivor of a pier shoot-out tells the story of how a notorious criminal influenced the events that began with five criminals meeting in a seemingly random police lineup.
Plein soleil,1960,René Clément,"Crime, Drama, Thriller            ",7.7,118 min,"Tom Ripley is a talented mimic, moocher, forger and all-around criminal improviser; but there's more to Tom Ripley than even he can guess."
Odd Man Out,1947,Carol Reed,"Crime, Drama, Film-Noir            ",7.6,116 min,A wounded Irish nationalist leader attempts to evade police following a failed robbery in Belfast.
Medena zemja,2019,Tamara Kotevska,"Documentary, Drama            ",8,89 min,"The last female bee-hunter in Europe must save the bees and return the natural balance in Honeyland, when a family of nomadic beekeepers invade her land and threaten her livelihood."
Ball of Fire,1941,Howard Hawks,"Comedy, Romance            ",7.7,111 min,A group of professors working on a new encyclopedia while living in a Manhattan mansion take in a mouthy nightclub singer who is wanted by the police to help bring down her mob boss lover.
The Ghost and Mrs. Muir,1947,Joseph L. Mankiewicz,"Comedy, Drama, Fantasy            ",7.8,104 min,"In 1900, a young widow finds her seaside cottage is haunted and forms a unique relationship with the ghost."
Hadaka no shima,1960,Kaneto Shindô,Drama            ,8,96 min,A family of four are the sole inhabitants of a small island where they struggle each day to irrigate their crops.
A Star Is Born,2018,Bradley Cooper,"Drama, Music, Romance            ",7.6,136 min,A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.
Beoning,2018,Lee Chang-dong,"Drama, Mystery, Thriller            ",7.5,148 min,"Jong-su bumps into a girl who used to live in the same neighborhood, who asks him to look after her cat while she's on a trip to Africa. When back, she introduces Ben, a mysterious guy she met there, who confesses his secret hobby."
Mean Streets,1973,Martin Scorsese,"Crime, Drama, Thriller            ",7.2,112 min,A small-time hood tries to keep the peace between his friend Johnny and Johnny's creditors.
Viskningar och rop,1972,Ingmar Bergman,Drama            ,8,91 min,"When a woman dying of cancer in early twentieth-century Sweden is visited by her two sisters, long-repressed feelings between the siblings rise to the surface."
The Tarnished Angels,1957,Douglas Sirk,"Action, Adventure, Drama            ",7.1,91 min,Story of the fraught friendship between an eccentric journalist and a team of daredevil flying acrobats.
Hunt for the Wilderpeople,2016,Taika Waititi,"Adventure, Comedy, Drama            ",7.8,101 min,A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.
Gui tu lie che,2009,Lixin Fan,"Documentary, Drama            ",7.6,85 min,"A couple embarks on a journey home for Chinese new year along with 130 million other migrant workers, to reunite with their children and struggle for a future. Their unseen story plays out as China soars towards being a world superpower."
Johnny Guitar,1954,Nicholas Ray,"Drama, Western            ",7.6,110 min,"After helping a wounded gang member, a strong-willed female saloon owner is wrongly suspected of murder and bank robbery by a lynch mob."
The Lion in Winter,1968,Anthony Harvey,"Biography, Drama, History            ",7.9,134 min,"1183 A.D.: King Henry II's three sons all want to inherit the throne, but he won't commit to a choice. When he allows his imprisoned wife Eleanor of Aquitaine out for a Christmas visit, they all variously plot to force him into a decision."
The Palm Beach Story,1942,Preston Sturges,"Comedy, Romance            ",7.5,88 min,"A New York inventor needs cash to develop his big idea, so his adoring wife decides to raise it by divorcing him and marrying an eccentric Florida millionaire with a capricious high-society sister."
Deus e o Diabo na Terra do Sol,1964,Glauber Rocha,"Adventure, Crime, Drama            ",7.2,120 min,"After killing his employer when he tries to cheat him out of his payment, a man becomes an outlaw and starts following a self-proclaimed saint."
Pauline à la plage,1983,Éric Rohmer,"Comedy, Drama, Romance            ",7.3,95 min,Marion is about to divorce from her husband and takes her 15-year-old niece Pauline on a vacation to Granville. She meets an old love...
56 Up,2012,Michael Apted,Documentary            ,7.9,144 min,Director Michael Apted revisits the same group of British-born adults after a seven-year wait. The subjects are interviewed as to the changes that have occurred in their lives during the last seven years.
The Princess Bride,1987,Rob Reiner,"Adventure, Comedy, Family            ",8,98 min,"A bedridden boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love."
Lagaan: Once Upon a Time in India,2001,Ashutosh Gowariker,"Drama, Musical, Sport            ",8.1,224 min,The people of a small village in Victorian India stake their future on a game of cricket against their ruthless British rulers.
The Great Escape,1963,John Sturges,"Adventure, Drama, History            ",8.2,172 min,Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.
To Have and Have Not,1944,Howard Hawks,"Adventure, Comedy, Film-Noir            ",7.8,100 min,"During World War II, American expatriate Harry Morgan helps transport a French Resistance leader and his beautiful wife to Martinique while romancing a sensuous lounge singer."
Knife in the Water,1962,Roman Polanski,"Drama, Thriller            ",7.4,94 min,"A couple pick up a hitchhiker on the way to their yacht. The husband invites the young man to come along for their day's sailing. As the voyage progresses, the antagonism between the two men grows. A violent confrontation is inevitable."
Meet Me in St. Louis,1944,Vincente Minnelli,"Comedy, Drama, Family            ",7.5,113 min,Young love and childish fears highlight a year in the life of a turn-of-the-century family.
The Asphalt Jungle,1950,John Huston,"Crime, Drama, Film-Noir            ",7.8,112 min,"A major heist goes off as planned, but then double crosses, bad luck and solid police work cause everything to unravel."
Le notti bianche,1957,Luchino Visconti,"Drama, Romance            ",7.8,102 min,A humble clerk courts a woman who awaits her lover's return night after night.
The Straight Story,1999,David Lynch,"Biography, Drama            ",8,112 min,An old man makes a long journey by lawnmower to mend his relationship with an ill brother.
Moolaadé,2003,Ousmane Sembene,Drama            ,7.6,124 min,"When a woman shelters a group of girls from suffering female genital mutilation, she starts a conflict that tears her village apart."
Les plages d'Agnès,2008,Agnès Varda,"Documentary, Biography            ",8,112 min,"Agnès Varda explores her memories, mostly chronologically, with photographs, film clips, interviews, reenactments, and droll, playful contemporary scenes of her narrating her story."
The Last Command,1928,Josef von Sternberg,"Drama, History, Romance            ",8,88 min,A former Imperial Russian general and cousin of the Czar ends up in Hollywood as an extra in a movie directed by a former revolutionary.
